model,script_id,order,history_mode,step,agreement_rate,mean_abs_diff
gemma2_9b,D01,forward,no_history,R,1.0,0.0
gemma2_9b,D01,reverse,history,C1,1.0,0.0
gemma2_9b,D01,reverse,history,C2,1.0,0.0
gemma2_9b,D01,reverse,history,C3,1.0,0.0
gemma2_9b,D01,reverse,history,C4,1.0,0.0
gemma2_9b,D01,reverse,history,R,1.0,0.0
gemma2_9b,D01,reverse,no_history,C1,1.0,0.0
gemma2_9b,D01,reverse,no_history,C2,1.0,0.0
gemma2_9b,D01,reverse,no_history,C3,1.0,0.0
gemma2_9b,D01,reverse,no_history,C4,1.0,0.0
gemma2_9b,D01,reverse,no_history,R,1.0,0.0
gemma2_9b,D02,forward,history,C1,1.0,0.0
gemma2_9b,D02,forward,history,C2,1.0,0.0
gemma2_9b,D02,forward,history,C3,1.0,0.0
gemma2_9b,D02,forward,history,C4,1.0,0.0
gemma2_9b,D02,forward,history,R,1.0,0.0
gemma2_9b,D02,forward,no_history,C1,1.0,0.0
gemma2_9b,D02,forward,no_history,C2,1.0,0.0
gemma2_9b,D02,forward,no_history,C3,1.0,0.0
gemma2_9b,D02,forward,no_history,C4,1.0,0.0
gemma2_9b,D02,forward,no_history,R,1.0,0.0
gemma2_9b,D02,reverse,history,C1,1.0,0.0
gemma2_9b,D02,reverse,history,C2,1.0,0.0
gemma2_9b,D02,reverse,history,C3,1.0,0.0
gemma2_9b,D02,reverse,history,C4,1.0,0.0
gemma2_9b,D02,reverse,history,R,1.0,0.0
gemma2_9b,D02,reverse,no_history,C1,1.0,0.0
gemma2_9b,D02,reverse,no_history,C2,1.0,0.0
gemma2_9b,D02,reverse,no_history,C3,1.0,0.0
gemma2_9b,D02,reverse,no_history,C4,1.0,0.0
gemma2_9b,D02,reverse,no_history,R,1.0,0.0
gemma2_9b,D03,forward,history,C1,1.0,0.0
gemma2_9b,D03,forward,history,C2,1.0,0.0
gemma2_9b,D03,forward,history,C3,1.0,0.0
gemma2_9b,D03,forward,history,C4,1.0,0.0
gemma2_9b,D03,forward,history,R,1.0,0.0
gemma2_9b,D03,forward,no_history,C1,1.0,0.0
gemma2_9b,D03,forward,no_history,C2,1.0,0.0
gemma2_9b,D03,forward,no_history,C3,1.0,0.0
gemma2_9b,D03,forward,no_history,C4,1.0,0.0
gemma2_9b,D03,forward,no_history,R,1.0,0.0
gemma2_9b,D03,reverse,history,C1,1.0,0.0
gemma2_9b,D03,reverse,history,C2,1.0,0.0
gemma2_9b,D03,reverse,history,C3,1.0,0.0
gemma2_9b,D03,reverse,history,C4,1.0,0.0
gemma2_9b,D03,reverse,history,R,1.0,0.0
gemma2_9b,D03,reverse,no_history,C1,1.0,0.0
gemma2_9b,D03,reverse,no_history,C2,1.0,0.0
gemma2_9b,D03,reverse,no_history,C3,1.0,0.0
gemma2_9b,D03,reverse,no_history,C4,1.0,0.0
gemma2_9b,D03,reverse,no_history,R,1.0,0.0
gemma2_9b,D04,forward,history,C1,1.0,0.0
gemma2_9b,D04,forward,history,C2,1.0,0.0
gemma2_9b,D04,forward,history,C3,1.0,0.0
gemma2_9b,D04,forward,history,C4,1.0,0.0
gemma2_9b,D04,forward,history,R,1.0,0.0
gemma2_9b,D04,forward,no_history,C1,1.0,0.0
gemma2_9b,D04,forward,no_history,C2,1.0,0.0
gemma2_9b,D04,forward,no_history,C3,1.0,0.0
gemma2_9b,D04,forward,no_history,C4,1.0,0.0
gemma2_9b,D04,forward,no_history,R,1.0,0.0
gemma2_9b,D04,reverse,history,C1,1.0,0.0
gemma2_9b,D04,reverse,history,C2,1.0,0.0
gemma2_9b,D04,reverse,history,C3,1.0,0.0
gemma2_9b,D04,reverse,history,C4,1.0,0.0
gemma2_9b,D04,reverse,history,R,1.0,0.0
gemma2_9b,D04,reverse,no_history,C1,1.0,0.0
gemma2_9b,D04,reverse,no_history,C2,1.0,0.0
gemma2_9b,D04,reverse,no_history,C3,1.0,0.0
gemma2_9b,D04,reverse,no_history,C4,1.0,0.0
gemma2_9b,D04,reverse,no_history,R,1.0,0.0
gemma2_9b,D05,forward,history,C1,1.0,0.0
gemma2_9b,D05,forward,history,C2,1.0,0.0
gemma2_9b,D05,forward,history,C3,1.0,0.0
gemma2_9b,D05,forward,history,C4,1.0,0.0
gemma2_9b,D05,forward,history,R,1.0,0.0
gemma2_9b,D05,forward,no_history,C1,1.0,0.0
gemma2_9b,D05,forward,no_history,C3,1.0,0.0
gemma2_9b,D05,forward,no_history,C4,1.0,0.0
gemma2_9b,D05,forward,no_history,R,1.0,0.0
gemma2_9b,D05,reverse,history,C1,1.0,0.0
gemma2_9b,D05,reverse,history,C2,1.0,0.0
gemma2_9b,D05,reverse,history,C3,1.0,0.0
gemma2_9b,D05,reverse,history,C4,1.0,0.0
gemma2_9b,D05,reverse,history,R,1.0,0.0
gemma2_9b,D05,reverse,no_history,C1,1.0,0.0
gemma2_9b,D05,reverse,no_history,C3,1.0,0.0
gemma2_9b,D05,reverse,no_history,C4,1.0,0.0
gemma2_9b,D05,reverse,no_history,R,1.0,0.0
gemma2_9b,D06,forward,history,C1,1.0,0.0
gemma2_9b,D06,forward,history,C2,1.0,0.0
gemma2_9b,D06,forward,history,C3,1.0,0.0
gemma2_9b,D06,forward,history,C4,1.0,0.0
gemma2_9b,D06,forward,history,R,1.0,0.0
gemma2_9b,D06,forward,no_history,C1,1.0,0.0
gemma2_9b,D06,forward,no_history,C2,1.0,0.0
gemma2_9b,D06,forward,no_history,C3,1.0,0.0
gemma2_9b,D06,forward,no_history,C4,1.0,0.0
gemma2_9b,D06,forward,no_history,R,1.0,0.0
gemma2_9b,D06,reverse,history,C1,1.0,0.0
gemma2_9b,D06,reverse,history,C2,1.0,0.0
gemma2_9b,D06,reverse,history,C3,1.0,0.0
gemma2_9b,D06,reverse,history,C4,1.0,0.0
gemma2_9b,D06,reverse,history,R,1.0,0.0
gemma2_9b,D06,reverse,no_history,C1,1.0,0.0
gemma2_9b,D06,reverse,no_history,C2,1.0,0.0
gemma2_9b,D06,reverse,no_history,C3,1.0,0.0
gemma2_9b,D06,reverse,no_history,C4,1.0,0.0
gemma2_9b,D06,reverse,no_history,R,1.0,0.0
gemma2_9b,D07,forward,history,C1,1.0,0.0
gemma2_9b,D07,forward,history,C2,1.0,0.0
gemma2_9b,D07,forward,history,C3,1.0,0.0
gemma2_9b,D07,forward,history,C4,1.0,0.0
gemma2_9b,D07,forward,history,R,1.0,0.0
gemma2_9b,D07,forward,no_history,C1,1.0,0.0
gemma2_9b,D07,forward,no_history,C2,1.0,0.0
gemma2_9b,D07,forward,no_history,C3,1.0,0.0
gemma2_9b,D07,forward,no_history,C4,1.0,0.0
gemma2_9b,D07,forward,no_history,R,1.0,0.0
gemma2_9b,D07,reverse,history,C1,1.0,0.0
gemma2_9b,D07,reverse,history,C2,1.0,0.0
gemma2_9b,D07,reverse,history,C3,1.0,0.0
gemma2_9b,D07,reverse,history,C4,1.0,0.0
gemma2_9b,D07,reverse,history,R,1.0,0.0
gemma2_9b,D07,reverse,no_history,C1,1.0,0.0
gemma2_9b,D07,reverse,no_history,C2,1.0,0.0
gemma2_9b,D07,reverse,no_history,C3,1.0,0.0
gemma2_9b,D07,reverse,no_history,C4,1.0,0.0
gemma2_9b,D07,reverse,no_history,R,1.0,0.0
gemma2_9b,D08,forward,history,C1,1.0,0.0
gemma2_9b,D08,forward,history,C2,1.0,0.0
gemma2_9b,D08,forward,history,C3,1.0,0.0
gemma2_9b,D08,forward,history,C4,1.0,0.0
gemma2_9b,D08,forward,history,R,1.0,0.0
gemma2_9b,D08,forward,no_history,C1,1.0,0.0
gemma2_9b,D08,forward,no_history,C2,1.0,0.0
gemma2_9b,D08,forward,no_history,C3,1.0,0.0
gemma2_9b,D08,forward,no_history,C4,1.0,0.0
gemma2_9b,D08,forward,no_history,R,1.0,0.0
gemma2_9b,D08,reverse,history,C1,1.0,0.0
gemma2_9b,D08,reverse,history,C2,1.0,0.0
gemma2_9b,D08,reverse,history,C3,1.0,0.0
gemma2_9b,D08,reverse,history,C4,1.0,0.0
gemma2_9b,D08,reverse,history,R,1.0,0.0
gemma2_9b,D08,reverse,no_history,C1,1.0,0.0
gemma2_9b,D08,reverse,no_history,C2,1.0,0.0
gemma2_9b,D08,reverse,no_history,C3,1.0,0.0
gemma2_9b,D08,reverse,no_history,C4,1.0,0.0
gemma2_9b,D08,reverse,no_history,R,1.0,0.0
gemma2_9b,D09,forward,history,C1,1.0,0.0
gemma2_9b,D09,forward,history,C2,1.0,0.0
gemma2_9b,D09,forward,history,C3,1.0,0.0
gemma2_9b,D09,forward,history,C4,1.0,0.0
gemma2_9b,D09,forward,history,R,1.0,0.0
gemma2_9b,D09,forward,no_history,C1,1.0,0.0
gemma2_9b,D09,forward,no_history,C2,1.0,0.0
gemma2_9b,D09,forward,no_history,C3,1.0,0.0
gemma2_9b,D09,forward,no_history,C4,1.0,0.0
gemma2_9b,D09,forward,no_history,R,1.0,0.0
gemma2_9b,D09,reverse,history,C1,1.0,0.0
gemma2_9b,D09,reverse,history,C2,1.0,0.0
gemma2_9b,D09,reverse,history,C3,1.0,0.0
gemma2_9b,D09,reverse,history,C4,1.0,0.0
gemma2_9b,D09,reverse,history,R,1.0,0.0
gemma2_9b,D09,reverse,no_history,C1,1.0,0.0
gemma2_9b,D09,reverse,no_history,C2,1.0,0.0
gemma2_9b,D09,reverse,no_history,C3,1.0,0.0
gemma2_9b,D09,reverse,no_history,C4,1.0,0.0
gemma2_9b,D09,reverse,no_history,R,1.0,0.0
gemma2_9b,D10,forward,history,C1,1.0,0.0
gemma2_9b,D10,forward,history,C2,1.0,0.0
gemma2_9b,D10,forward,history,C3,1.0,0.0
gemma2_9b,D10,forward,history,C4,1.0,0.0
gemma2_9b,D10,forward,history,R,1.0,0.0
gemma2_9b,D10,forward,no_history,C1,1.0,0.0
gemma2_9b,D10,forward,no_history,C2,1.0,0.0
gemma2_9b,D10,forward,no_history,C3,1.0,0.0
gemma2_9b,D10,forward,no_history,C4,1.0,0.0
gemma2_9b,D10,forward,no_history,R,1.0,0.0
gemma2_9b,D10,reverse,history,C1,1.0,0.0
gemma2_9b,D10,reverse,history,C2,1.0,0.0
gemma2_9b,D10,reverse,history,C3,1.0,0.0
gemma2_9b,D10,reverse,history,C4,1.0,0.0
gemma2_9b,D10,reverse,history,R,1.0,0.0
gemma2_9b,D10,reverse,no_history,C1,1.0,0.0
gemma2_9b,D10,reverse,no_history,C2,1.0,0.0
gemma2_9b,D10,reverse,no_history,C3,1.0,0.0
gemma2_9b,D10,reverse,no_history,C4,1.0,0.0
gemma2_9b,D10,reverse,no_history,R,1.0,0.0
gemma2_9b,D11,forward,history,C1,1.0,0.0
gemma2_9b,D11,forward,history,C2,1.0,0.0
gemma2_9b,D11,forward,history,C3,1.0,0.0
gemma2_9b,D11,forward,history,C4,1.0,0.0
gemma2_9b,D11,forward,history,R,1.0,0.0
gemma2_9b,D11,forward,no_history,C1,1.0,0.0
gemma2_9b,D11,forward,no_history,C2,1.0,0.0
gemma2_9b,D11,forward,no_history,C3,1.0,0.0
gemma2_9b,D11,forward,no_history,C4,1.0,0.0
gemma2_9b,D11,forward,no_history,R,1.0,0.0
gemma2_9b,D11,reverse,history,C1,1.0,0.0
gemma2_9b,D11,reverse,history,C2,1.0,0.0
gemma2_9b,D11,reverse,history,C3,1.0,0.0
gemma2_9b,D11,reverse,history,C4,1.0,0.0
gemma2_9b,D11,reverse,history,R,1.0,0.0
gemma2_9b,D11,reverse,no_history,C1,1.0,0.0
gemma2_9b,D11,reverse,no_history,C2,1.0,0.0
gemma2_9b,D11,reverse,no_history,C3,1.0,0.0
gemma2_9b,D11,reverse,no_history,C4,1.0,0.0
gemma2_9b,D11,reverse,no_history,R,1.0,0.0
gemma2_9b,D12,forward,history,C1,1.0,0.0
gemma2_9b,D12,forward,history,C2,1.0,0.0
gemma2_9b,D12,forward,history,C3,1.0,0.0
gemma2_9b,D12,forward,history,C4,1.0,0.0
gemma2_9b,D12,forward,history,R,1.0,0.0
gemma2_9b,D12,forward,no_history,C1,1.0,0.0
gemma2_9b,D12,forward,no_history,C2,1.0,0.0
gemma2_9b,D12,forward,no_history,C3,1.0,0.0
gemma2_9b,D12,forward,no_history,C4,1.0,0.0
gemma2_9b,D12,forward,no_history,R,1.0,0.0
gemma2_9b,D12,reverse,history,C1,1.0,0.0
gemma2_9b,D12,reverse,history,C2,1.0,0.0
gemma2_9b,D12,reverse,history,C3,1.0,0.0
gemma2_9b,D12,reverse,history,C4,1.0,0.0
gemma2_9b,D12,reverse,history,R,1.0,0.0
gemma2_9b,D12,reverse,no_history,C1,1.0,0.0
gemma2_9b,D12,reverse,no_history,C2,1.0,0.0
gemma2_9b,D12,reverse,no_history,C3,1.0,0.0
gemma2_9b,D12,reverse,no_history,C4,1.0,0.0
gemma2_9b,D12,reverse,no_history,R,1.0,0.0
gemma2_9b,E01,forward,history,C1,1.0,0.0
gemma2_9b,E01,forward,history,C2,1.0,0.0
gemma2_9b,E01,forward,history,C3,1.0,0.0
gemma2_9b,E01,forward,history,C4,1.0,0.0
gemma2_9b,E01,forward,history,R,1.0,0.0
gemma2_9b,E01,forward,no_history,C1,1.0,0.0
gemma2_9b,E01,forward,no_history,C2,1.0,0.0
gemma2_9b,E01,forward,no_history,C3,1.0,0.0
gemma2_9b,E01,forward,no_history,C4,1.0,0.0
gemma2_9b,E01,forward,no_history,R,1.0,0.0
gemma2_9b,E01,reverse,history,C1,1.0,0.0
gemma2_9b,E01,reverse,history,C2,1.0,0.0
gemma2_9b,E01,reverse,history,C3,1.0,0.0
gemma2_9b,E01,reverse,history,C4,1.0,0.0
gemma2_9b,E01,reverse,history,R,1.0,0.0
gemma2_9b,E01,reverse,no_history,C1,1.0,0.0
gemma2_9b,E01,reverse,no_history,C2,1.0,0.0
gemma2_9b,E01,reverse,no_history,C3,1.0,0.0
gemma2_9b,E01,reverse,no_history,C4,1.0,0.0
gemma2_9b,E01,reverse,no_history,R,1.0,0.0
gemma2_9b,E02,forward,history,C1,1.0,0.0
gemma2_9b,E02,forward,history,C2,1.0,0.0
gemma2_9b,E02,forward,history,C3,1.0,0.0
gemma2_9b,E02,forward,history,C4,1.0,0.0
gemma2_9b,E02,forward,history,R,1.0,0.0
gemma2_9b,E02,forward,no_history,C1,1.0,0.0
gemma2_9b,E02,forward,no_history,C2,1.0,0.0
gemma2_9b,E02,forward,no_history,C3,1.0,0.0
gemma2_9b,E02,forward,no_history,C4,1.0,0.0
gemma2_9b,E02,forward,no_history,R,1.0,0.0
gemma2_9b,E02,reverse,history,C1,1.0,0.0
gemma2_9b,E02,reverse,history,C2,1.0,0.0
gemma2_9b,E02,reverse,history,C3,1.0,0.0
gemma2_9b,E02,reverse,history,C4,1.0,0.0
gemma2_9b,E02,reverse,history,R,1.0,0.0
gemma2_9b,E02,reverse,no_history,C1,1.0,0.0
gemma2_9b,E02,reverse,no_history,C2,1.0,0.0
gemma2_9b,E02,reverse,no_history,C3,1.0,0.0
gemma2_9b,E02,reverse,no_history,C4,1.0,0.0
gemma2_9b,E02,reverse,no_history,R,1.0,0.0
gemma2_9b,E03,forward,history,C1,1.0,0.0
gemma2_9b,E03,forward,history,C2,1.0,0.0
gemma2_9b,E03,forward,history,C3,1.0,0.0
gemma2_9b,E03,forward,history,C4,1.0,0.0
gemma2_9b,E03,forward,history,R,1.0,0.0
gemma2_9b,E03,forward,no_history,C1,1.0,0.0
gemma2_9b,E03,forward,no_history,C2,1.0,0.0
gemma2_9b,E03,forward,no_history,C3,1.0,0.0
gemma2_9b,E03,forward,no_history,C4,1.0,0.0
gemma2_9b,E03,forward,no_history,R,1.0,0.0
gemma2_9b,E03,reverse,history,C1,1.0,0.0
gemma2_9b,E03,reverse,history,C2,1.0,0.0
gemma2_9b,E03,reverse,history,C3,1.0,0.0
gemma2_9b,E03,reverse,history,C4,1.0,0.0
gemma2_9b,E03,reverse,history,R,1.0,0.0
gemma2_9b,E03,reverse,no_history,C1,1.0,0.0
gemma2_9b,E03,reverse,no_history,C2,1.0,0.0
gemma2_9b,E03,reverse,no_history,C3,1.0,0.0
gemma2_9b,E03,reverse,no_history,C4,1.0,0.0
gemma2_9b,E03,reverse,no_history,R,1.0,0.0
gemma2_9b,E04,forward,history,C1,1.0,0.0
gemma2_9b,E04,forward,history,C2,1.0,0.0
gemma2_9b,E04,forward,history,C3,1.0,0.0
gemma2_9b,E04,forward,history,C4,1.0,0.0
gemma2_9b,E04,forward,history,R,1.0,0.0
gemma2_9b,E04,forward,no_history,C2,1.0,0.0
gemma2_9b,E04,forward,no_history,C3,1.0,0.0
gemma2_9b,E04,forward,no_history,C4,1.0,0.0
gemma2_9b,E04,forward,no_history,R,1.0,0.0
gemma2_9b,E04,reverse,history,C1,1.0,0.0
gemma2_9b,E04,reverse,history,C2,1.0,0.0
gemma2_9b,E04,reverse,history,C3,1.0,0.0
gemma2_9b,E04,reverse,history,C4,1.0,0.0
gemma2_9b,E04,reverse,history,R,1.0,0.0
gemma2_9b,E04,reverse,no_history,C2,1.0,0.0
gemma2_9b,E04,reverse,no_history,C3,1.0,0.0
gemma2_9b,E04,reverse,no_history,C4,1.0,0.0
gemma2_9b,E04,reverse,no_history,R,1.0,0.0
gemma2_9b,E05,forward,history,C1,1.0,0.0
gemma2_9b,E05,forward,history,C2,1.0,0.0
gemma2_9b,E05,forward,history,C3,1.0,0.0
gemma2_9b,E05,forward,history,C4,1.0,0.0
gemma2_9b,E05,forward,history,R,1.0,0.0
gemma2_9b,E05,forward,no_history,C1,1.0,0.0
gemma2_9b,E05,forward,no_history,C2,1.0,0.0
gemma2_9b,E05,forward,no_history,C3,1.0,0.0
gemma2_9b,E05,forward,no_history,C4,1.0,0.0
gemma2_9b,E05,forward,no_history,R,1.0,0.0
gemma2_9b,E05,reverse,history,C1,1.0,0.0
gemma2_9b,E05,reverse,history,C2,1.0,0.0
gemma2_9b,E05,reverse,history,C3,1.0,0.0
gemma2_9b,E05,reverse,history,C4,1.0,0.0
gemma2_9b,E05,reverse,history,R,1.0,0.0
gemma2_9b,E05,reverse,no_history,C1,1.0,0.0
gemma2_9b,E05,reverse,no_history,C2,1.0,0.0
gemma2_9b,E05,reverse,no_history,C3,1.0,0.0
gemma2_9b,E05,reverse,no_history,C4,1.0,0.0
gemma2_9b,E05,reverse,no_history,R,1.0,0.0
gemma2_9b,E06,forward,history,C1,1.0,0.0
gemma2_9b,E06,forward,history,C2,1.0,0.0
gemma2_9b,E06,forward,history,C3,1.0,0.0
gemma2_9b,E06,forward,history,C4,1.0,0.0
gemma2_9b,E06,forward,history,R,1.0,0.0
gemma2_9b,E06,forward,no_history,C1,1.0,0.0
gemma2_9b,E06,forward,no_history,C2,1.0,0.0
gemma2_9b,E06,forward,no_history,C3,1.0,0.0
gemma2_9b,E06,forward,no_history,C4,1.0,0.0
gemma2_9b,E06,forward,no_history,R,1.0,0.0
gemma2_9b,E06,reverse,history,C1,1.0,0.0
gemma2_9b,E06,reverse,history,C2,1.0,0.0
gemma2_9b,E06,reverse,history,C3,1.0,0.0
gemma2_9b,E06,reverse,history,C4,1.0,0.0
gemma2_9b,E06,reverse,history,R,1.0,0.0
gemma2_9b,E06,reverse,no_history,C1,1.0,0.0
gemma2_9b,E06,reverse,no_history,C2,1.0,0.0
gemma2_9b,E06,reverse,no_history,C3,1.0,0.0
gemma2_9b,E06,reverse,no_history,C4,1.0,0.0
gemma2_9b,E06,reverse,no_history,R,1.0,0.0
gemma2_9b,E07,forward,history,C1,1.0,0.0
gemma2_9b,E07,forward,history,C2,1.0,0.0
gemma2_9b,E07,forward,history,C3,1.0,0.0
gemma2_9b,E07,forward,history,C4,1.0,0.0
gemma2_9b,E07,forward,history,R,1.0,0.0
gemma2_9b,E07,forward,no_history,C1,1.0,0.0
gemma2_9b,E07,forward,no_history,C2,1.0,0.0
gemma2_9b,E07,forward,no_history,C3,1.0,0.0
gemma2_9b,E07,forward,no_history,C4,1.0,0.0
gemma2_9b,E07,forward,no_history,R,1.0,0.0
gemma2_9b,E07,reverse,history,C1,1.0,0.0
gemma2_9b,E07,reverse,history,C2,1.0,0.0
gemma2_9b,E07,reverse,history,C3,1.0,0.0
gemma2_9b,E07,reverse,history,C4,1.0,0.0
gemma2_9b,E07,reverse,history,R,1.0,0.0
gemma2_9b,E07,reverse,no_history,C1,1.0,0.0
gemma2_9b,E07,reverse,no_history,C2,1.0,0.0
gemma2_9b,E07,reverse,no_history,C3,1.0,0.0
gemma2_9b,E07,reverse,no_history,C4,1.0,0.0
gemma2_9b,E07,reverse,no_history,R,1.0,0.0
gemma2_9b,E08,forward,history,C1,1.0,0.0
gemma2_9b,E08,forward,history,C2,1.0,0.0
gemma2_9b,E08,forward,history,C3,1.0,0.0
gemma2_9b,E08,forward,history,C4,1.0,0.0
gemma2_9b,E08,forward,history,R,1.0,0.0
gemma2_9b,E08,forward,no_history,C1,1.0,0.0
gemma2_9b,E08,forward,no_history,C2,1.0,0.0
gemma2_9b,E08,forward,no_history,C3,1.0,0.0
gemma2_9b,E08,forward,no_history,C4,1.0,0.0
gemma2_9b,E08,forward,no_history,R,1.0,0.0
gemma2_9b,E08,reverse,history,C1,1.0,0.0
gemma2_9b,E08,reverse,history,C2,1.0,0.0
gemma2_9b,E08,reverse,history,C3,1.0,0.0
gemma2_9b,E08,reverse,history,C4,1.0,0.0
gemma2_9b,E08,reverse,history,R,1.0,0.0
gemma2_9b,E08,reverse,no_history,C1,1.0,0.0
gemma2_9b,E08,reverse,no_history,C2,1.0,0.0
gemma2_9b,E08,reverse,no_history,C3,1.0,0.0
gemma2_9b,E08,reverse,no_history,C4,1.0,0.0
gemma2_9b,E08,reverse,no_history,R,1.0,0.0
gemma2_9b,E09,forward,history,C1,1.0,0.0
gemma2_9b,E09,forward,history,C2,1.0,0.0
gemma2_9b,E09,forward,history,C3,1.0,0.0
gemma2_9b,E09,forward,history,C4,1.0,0.0
gemma2_9b,E09,forward,history,R,1.0,0.0
gemma2_9b,E09,forward,no_history,C1,1.0,0.0
gemma2_9b,E09,forward,no_history,C2,1.0,0.0
gemma2_9b,E09,forward,no_history,C3,1.0,0.0
gemma2_9b,E09,forward,no_history,C4,1.0,0.0
gemma2_9b,E09,forward,no_history,R,1.0,0.0
gemma2_9b,E09,reverse,history,C1,1.0,0.0
gemma2_9b,E09,reverse,history,C2,1.0,0.0
gemma2_9b,E09,reverse,history,C3,1.0,0.0
gemma2_9b,E09,reverse,history,C4,1.0,0.0
gemma2_9b,E09,reverse,history,R,1.0,0.0
gemma2_9b,E09,reverse,no_history,C1,1.0,0.0
gemma2_9b,E09,reverse,no_history,C2,1.0,0.0
gemma2_9b,E09,reverse,no_history,C3,1.0,0.0
gemma2_9b,E09,reverse,no_history,C4,1.0,0.0
gemma2_9b,E09,reverse,no_history,R,1.0,0.0
gemma2_9b,E10,forward,history,C1,1.0,0.0
gemma2_9b,E10,forward,history,C2,1.0,0.0
gemma2_9b,E10,forward,history,C3,1.0,0.0
gemma2_9b,E10,forward,history,C4,1.0,0.0
gemma2_9b,E10,forward,history,R,1.0,0.0
gemma2_9b,E10,forward,no_history,C1,1.0,0.0
gemma2_9b,E10,forward,no_history,C2,1.0,0.0
gemma2_9b,E10,forward,no_history,C3,1.0,0.0
gemma2_9b,E10,forward,no_history,C4,1.0,0.0
gemma2_9b,E10,forward,no_history,R,1.0,0.0
gemma2_9b,E10,reverse,history,C1,1.0,0.0
gemma2_9b,E10,reverse,history,C2,1.0,0.0
gemma2_9b,E10,reverse,history,C3,1.0,0.0
gemma2_9b,E10,reverse,history,C4,1.0,0.0
gemma2_9b,E10,reverse,history,R,1.0,0.0
gemma2_9b,E10,reverse,no_history,C1,1.0,0.0
gemma2_9b,E10,reverse,no_history,C2,1.0,0.0
gemma2_9b,E10,reverse,no_history,C3,1.0,0.0
gemma2_9b,E10,reverse,no_history,C4,1.0,0.0
gemma2_9b,E10,reverse,no_history,R,1.0,0.0
gemma2_9b,E11,forward,history,C1,1.0,0.0
gemma2_9b,E11,forward,history,C2,1.0,0.0
gemma2_9b,E11,forward,history,C3,1.0,0.0
gemma2_9b,E11,forward,history,C4,1.0,0.0
gemma2_9b,E11,forward,history,R,1.0,0.0
gemma2_9b,E11,forward,no_history,C1,1.0,0.0
gemma2_9b,E11,forward,no_history,C2,1.0,0.0
gemma2_9b,E11,forward,no_history,C3,1.0,0.0
gemma2_9b,E11,forward,no_history,C4,1.0,0.0
gemma2_9b,E11,forward,no_history,R,1.0,0.0
gemma2_9b,E11,reverse,history,C1,1.0,0.0
gemma2_9b,E11,reverse,history,C2,1.0,0.0
gemma2_9b,E11,reverse,history,C3,1.0,0.0
gemma2_9b,E11,reverse,history,C4,1.0,0.0
gemma2_9b,E11,reverse,history,R,1.0,0.0
gemma2_9b,E11,reverse,no_history,C1,1.0,0.0
gemma2_9b,E11,reverse,no_history,C2,1.0,0.0
gemma2_9b,E11,reverse,no_history,C3,1.0,0.0
gemma2_9b,E11,reverse,no_history,C4,1.0,0.0
gemma2_9b,E11,reverse,no_history,R,1.0,0.0
gemma2_9b,E12,forward,history,C1,1.0,0.0
gemma2_9b,E12,forward,history,C2,1.0,0.0
gemma2_9b,E12,forward,history,C3,1.0,0.0
gemma2_9b,E12,forward,history,C4,1.0,0.0
gemma2_9b,E12,forward,history,R,1.0,0.0
gemma2_9b,E12,forward,no_history,C1,1.0,0.0
gemma2_9b,E12,forward,no_history,C2,1.0,0.0
gemma2_9b,E12,forward,no_history,C3,1.0,0.0
gemma2_9b,E12,forward,no_history,C4,1.0,0.0
gemma2_9b,E12,forward,no_history,R,1.0,0.0
gemma2_9b,E12,reverse,history,C1,1.0,0.0
gemma2_9b,E12,reverse,history,C2,1.0,0.0
gemma2_9b,E12,reverse,history,C3,1.0,0.0
gemma2_9b,E12,reverse,history,C4,1.0,0.0
gemma2_9b,E12,reverse,history,R,1.0,0.0
gemma2_9b,E12,reverse,no_history,C1,1.0,0.0
gemma2_9b,E12,reverse,no_history,C2,1.0,0.0
gemma2_9b,E12,reverse,no_history,C3,1.0,0.0
gemma2_9b,E12,reverse,no_history,C4,1.0,0.0
gemma2_9b,E12,reverse,no_history,R,1.0,0.0
gemma2_9b,M01,forward,history,C1,1.0,0.0
gemma2_9b,M01,forward,history,C2,1.0,0.0
gemma2_9b,M01,forward,history,C3,1.0,0.0
gemma2_9b,M01,forward,history,C4,1.0,0.0
gemma2_9b,M01,forward,history,R,1.0,0.0
gemma2_9b,M01,forward,no_history,C1,1.0,0.0
gemma2_9b,M01,forward,no_history,C2,1.0,0.0
gemma2_9b,M01,forward,no_history,C3,1.0,0.0
gemma2_9b,M01,forward,no_history,C4,1.0,0.0
gemma2_9b,M01,forward,no_history,R,1.0,0.0
gemma2_9b,M01,reverse,history,C1,1.0,0.0
gemma2_9b,M01,reverse,history,C2,1.0,0.0
gemma2_9b,M01,reverse,history,C3,1.0,0.0
gemma2_9b,M01,reverse,history,C4,1.0,0.0
gemma2_9b,M01,reverse,history,R,1.0,0.0
gemma2_9b,M01,reverse,no_history,C1,1.0,0.0
gemma2_9b,M01,reverse,no_history,C2,1.0,0.0
gemma2_9b,M01,reverse,no_history,C3,1.0,0.0
gemma2_9b,M01,reverse,no_history,C4,1.0,0.0
gemma2_9b,M01,reverse,no_history,R,1.0,0.0
gemma2_9b,M02,forward,history,C1,1.0,0.0
gemma2_9b,M02,forward,history,C2,1.0,0.0
gemma2_9b,M02,forward,history,C3,1.0,0.0
gemma2_9b,M02,forward,history,C4,1.0,0.0
gemma2_9b,M02,forward,history,R,1.0,0.0
gemma2_9b,M02,forward,no_history,C1,1.0,0.0
