model,script_id,order,history_mode,step,agreement_rate,mean_abs_diff
gemma2_9b,M02,forward,no_history,C2,1.0,0.0
gemma2_9b,M02,forward,no_history,C3,1.0,0.0
gemma2_9b,M02,forward,no_history,C4,1.0,0.0
gemma2_9b,M02,forward,no_history,R,1.0,0.0
gemma2_9b,M02,reverse,history,C1,1.0,0.0
gemma2_9b,M02,reverse,history,C2,1.0,0.0
gemma2_9b,M02,reverse,history,C3,1.0,0.0
gemma2_9b,M02,reverse,history,C4,1.0,0.0
gemma2_9b,M02,reverse,history,R,1.0,0.0
gemma2_9b,M02,reverse,no_history,C1,1.0,0.0
gemma2_9b,M02,reverse,no_history,C2,1.0,0.0
gemma2_9b,M02,reverse,no_history,C3,1.0,0.0
gemma2_9b,M02,reverse,no_history,C4,1.0,0.0
gemma2_9b,M02,reverse,no_history,R,1.0,0.0
gemma2_9b,M03,forward,history,C1,1.0,0.0
gemma2_9b,M03,forward,history,C2,1.0,0.0
gemma2_9b,M03,forward,history,C3,1.0,0.0
gemma2_9b,M03,forward,history,C4,1.0,0.0
gemma2_9b,M03,forward,history,R,1.0,0.0
gemma2_9b,M03,forward,no_history,C1,1.0,0.0
gemma2_9b,M03,forward,no_history,C2,1.0,0.0
gemma2_9b,M03,forward,no_history,C3,1.0,0.0
gemma2_9b,M03,forward,no_history,C4,1.0,0.0
gemma2_9b,M03,forward,no_history,R,1.0,0.0
gemma2_9b,M03,reverse,history,C1,1.0,0.0
gemma2_9b,M03,reverse,history,C2,1.0,0.0
gemma2_9b,M03,reverse,history,C3,1.0,0.0
gemma2_9b,M03,reverse,history,C4,1.0,0.0
gemma2_9b,M03,reverse,history,R,1.0,0.0
gemma2_9b,M03,reverse,no_history,C1,1.0,0.0
gemma2_9b,M03,reverse,no_history,C2,1.0,0.0
gemma2_9b,M03,reverse,no_history,C3,1.0,0.0
gemma2_9b,M03,reverse,no_history,C4,1.0,0.0
gemma2_9b,M03,reverse,no_history,R,1.0,0.0
gemma2_9b,M04,forward,history,C1,1.0,0.0
gemma2_9b,M04,forward,history,C2,1.0,0.0
gemma2_9b,M04,forward,history,C3,1.0,0.0
gemma2_9b,M04,forward,history,C4,1.0,0.0
gemma2_9b,M04,forward,history,R,1.0,0.0
gemma2_9b,M04,forward,no_history,C1,1.0,0.0
gemma2_9b,M04,forward,no_history,C2,1.0,0.0
gemma2_9b,M04,forward,no_history,C3,1.0,0.0
gemma2_9b,M04,forward,no_history,C4,1.0,0.0
gemma2_9b,M04,forward,no_history,R,1.0,0.0
gemma2_9b,M04,reverse,history,C1,1.0,0.0
gemma2_9b,M04,reverse,history,C2,1.0,0.0
gemma2_9b,M04,reverse,history,C3,1.0,0.0
gemma2_9b,M04,reverse,history,C4,1.0,0.0
gemma2_9b,M04,reverse,history,R,1.0,0.0
gemma2_9b,M04,reverse,no_history,C1,1.0,0.0
gemma2_9b,M04,reverse,no_history,C2,1.0,0.0
gemma2_9b,M04,reverse,no_history,C3,1.0,0.0
gemma2_9b,M04,reverse,no_history,C4,1.0,0.0
gemma2_9b,M04,reverse,no_history,R,1.0,0.0
gemma2_9b,M05,forward,history,C1,1.0,0.0
gemma2_9b,M05,forward,history,C2,1.0,0.0
gemma2_9b,M05,forward,history,C3,1.0,0.0
gemma2_9b,M05,forward,history,C4,1.0,0.0
gemma2_9b,M05,forward,history,R,1.0,0.0
gemma2_9b,M05,forward,no_history,C1,1.0,0.0
gemma2_9b,M05,forward,no_history,C2,1.0,0.0
gemma2_9b,M05,forward,no_history,C3,1.0,0.0
gemma2_9b,M05,forward,no_history,C4,1.0,0.0
gemma2_9b,M05,forward,no_history,R,1.0,0.0
gemma2_9b,M05,reverse,history,C1,1.0,0.0
gemma2_9b,M05,reverse,history,C2,1.0,0.0
gemma2_9b,M05,reverse,history,C3,1.0,0.0
gemma2_9b,M05,reverse,history,C4,1.0,0.0
gemma2_9b,M05,reverse,history,R,1.0,0.0
gemma2_9b,M05,reverse,no_history,C1,1.0,0.0
gemma2_9b,M05,reverse,no_history,C2,1.0,0.0
gemma2_9b,M05,reverse,no_history,C3,1.0,0.0
gemma2_9b,M05,reverse,no_history,C4,1.0,0.0
gemma2_9b,M05,reverse,no_history,R,1.0,0.0
gemma2_9b,M06,forward,history,C1,1.0,0.0
gemma2_9b,M06,forward,history,C2,1.0,0.0
gemma2_9b,M06,forward,history,C3,1.0,0.0
gemma2_9b,M06,forward,history,C4,1.0,0.0
gemma2_9b,M06,forward,history,R,1.0,0.0
gemma2_9b,M06,forward,no_history,C1,1.0,0.0
gemma2_9b,M06,forward,no_history,C2,1.0,0.0
gemma2_9b,M06,forward,no_history,C3,1.0,0.0
gemma2_9b,M06,forward,no_history,C4,1.0,0.0
gemma2_9b,M06,forward,no_history,R,1.0,0.0
gemma2_9b,M06,reverse,history,C1,1.0,0.0
gemma2_9b,M06,reverse,history,C2,1.0,0.0
gemma2_9b,M06,reverse,history,C3,1.0,0.0
gemma2_9b,M06,reverse,history,C4,1.0,0.0
gemma2_9b,M06,reverse,history,R,1.0,0.0
gemma2_9b,M06,reverse,no_history,C1,1.0,0.0
gemma2_9b,M06,reverse,no_history,C2,1.0,0.0
gemma2_9b,M06,reverse,no_history,C3,1.0,0.0
gemma2_9b,M06,reverse,no_history,C4,1.0,0.0
gemma2_9b,M06,reverse,no_history,R,1.0,0.0
gemma2_9b,M07,forward,history,C1,1.0,0.0
gemma2_9b,M07,forward,history,C2,1.0,0.0
gemma2_9b,M07,forward,history,C3,1.0,0.0
gemma2_9b,M07,forward,history,C4,1.0,0.0
gemma2_9b,M07,forward,history,R,1.0,0.0
gemma2_9b,M07,forward,no_history,C1,1.0,0.0
gemma2_9b,M07,forward,no_history,C2,1.0,0.0
gemma2_9b,M07,forward,no_history,C3,1.0,0.0
gemma2_9b,M07,forward,no_history,C4,1.0,0.0
gemma2_9b,M07,forward,no_history,R,1.0,0.0
gemma2_9b,M07,reverse,history,C1,1.0,0.0
gemma2_9b,M07,reverse,history,C2,1.0,0.0
gemma2_9b,M07,reverse,history,C3,1.0,0.0
gemma2_9b,M07,reverse,history,C4,1.0,0.0
gemma2_9b,M07,reverse,history,R,1.0,0.0
gemma2_9b,M07,reverse,no_history,C1,1.0,0.0
gemma2_9b,M07,reverse,no_history,C2,1.0,0.0
gemma2_9b,M07,reverse,no_history,C3,1.0,0.0
gemma2_9b,M07,reverse,no_history,C4,1.0,0.0
gemma2_9b,M07,reverse,no_history,R,1.0,0.0
gemma2_9b,M08,forward,history,C1,1.0,0.0
gemma2_9b,M08,forward,history,C2,1.0,0.0
gemma2_9b,M08,forward,history,C3,1.0,0.0
gemma2_9b,M08,forward,history,C4,1.0,0.0
gemma2_9b,M08,forward,history,R,1.0,0.0
gemma2_9b,M08,forward,no_history,C1,1.0,0.0
gemma2_9b,M08,forward,no_history,C2,1.0,0.0
gemma2_9b,M08,forward,no_history,C3,1.0,0.0
gemma2_9b,M08,forward,no_history,C4,1.0,0.0
gemma2_9b,M08,forward,no_history,R,1.0,0.0
gemma2_9b,M08,reverse,history,C1,1.0,0.0
gemma2_9b,M08,reverse,history,C2,1.0,0.0
gemma2_9b,M08,reverse,history,C3,1.0,0.0
gemma2_9b,M08,reverse,history,C4,1.0,0.0
gemma2_9b,M08,reverse,history,R,1.0,0.0
gemma2_9b,M08,reverse,no_history,C1,1.0,0.0
gemma2_9b,M08,reverse,no_history,C2,1.0,0.0
gemma2_9b,M08,reverse,no_history,C3,1.0,0.0
gemma2_9b,M08,reverse,no_history,C4,1.0,0.0
gemma2_9b,M08,reverse,no_history,R,1.0,0.0
gemma2_9b,M09,forward,history,C1,1.0,0.0
gemma2_9b,M09,forward,history,C2,1.0,0.0
gemma2_9b,M09,forward,history,C3,1.0,0.0
gemma2_9b,M09,forward,history,C4,1.0,0.0
gemma2_9b,M09,forward,history,R,1.0,0.0
gemma2_9b,M09,forward,no_history,C1,1.0,0.0
gemma2_9b,M09,forward,no_history,C2,1.0,0.0
gemma2_9b,M09,forward,no_history,C3,1.0,0.0
gemma2_9b,M09,forward,no_history,C4,1.0,0.0
gemma2_9b,M09,forward,no_history,R,1.0,0.0
gemma2_9b,M09,reverse,history,C1,1.0,0.0
gemma2_9b,M09,reverse,history,C2,1.0,0.0
gemma2_9b,M09,reverse,history,C3,1.0,0.0
gemma2_9b,M09,reverse,history,C4,1.0,0.0
gemma2_9b,M09,reverse,history,R,1.0,0.0
gemma2_9b,M09,reverse,no_history,C1,1.0,0.0
gemma2_9b,M09,reverse,no_history,C2,1.0,0.0
gemma2_9b,M09,reverse,no_history,C3,1.0,0.0
gemma2_9b,M09,reverse,no_history,C4,1.0,0.0
gemma2_9b,M09,reverse,no_history,R,1.0,0.0
gemma2_9b,M10,forward,history,C1,1.0,0.0
gemma2_9b,M10,forward,history,C2,1.0,0.0
gemma2_9b,M10,forward,history,C3,1.0,0.0
gemma2_9b,M10,forward,history,C4,1.0,0.0
gemma2_9b,M10,forward,history,R,1.0,0.0
gemma2_9b,M10,forward,no_history,C1,1.0,0.0
gemma2_9b,M10,forward,no_history,C2,1.0,0.0
gemma2_9b,M10,forward,no_history,C3,1.0,0.0
gemma2_9b,M10,forward,no_history,C4,1.0,0.0
gemma2_9b,M10,forward,no_history,R,1.0,0.0
gemma2_9b,M10,reverse,history,C1,1.0,0.0
gemma2_9b,M10,reverse,history,C2,1.0,0.0
gemma2_9b,M10,reverse,history,C3,1.0,0.0
gemma2_9b,M10,reverse,history,C4,1.0,0.0
gemma2_9b,M10,reverse,history,R,1.0,0.0
gemma2_9b,M10,reverse,no_history,C1,1.0,0.0
gemma2_9b,M10,reverse,no_history,C2,1.0,0.0
gemma2_9b,M10,reverse,no_history,C3,1.0,0.0
gemma2_9b,M10,reverse,no_history,C4,1.0,0.0
gemma2_9b,M10,reverse,no_history,R,1.0,0.0
gemma2_9b,M11,forward,history,C1,1.0,0.0
gemma2_9b,M11,forward,history,C2,1.0,0.0
gemma2_9b,M11,forward,history,C3,1.0,0.0
gemma2_9b,M11,forward,history,C4,1.0,0.0
gemma2_9b,M11,forward,history,R,1.0,0.0
gemma2_9b,M11,forward,no_history,C1,1.0,0.0
gemma2_9b,M11,forward,no_history,C2,1.0,0.0
gemma2_9b,M11,forward,no_history,C3,1.0,0.0
gemma2_9b,M11,forward,no_history,C4,1.0,0.0
gemma2_9b,M11,forward,no_history,R,1.0,0.0
gemma2_9b,M11,reverse,history,C1,1.0,0.0
gemma2_9b,M11,reverse,history,C2,1.0,0.0
gemma2_9b,M11,reverse,history,C3,1.0,0.0
gemma2_9b,M11,reverse,history,C4,1.0,0.0
gemma2_9b,M11,reverse,history,R,1.0,0.0
gemma2_9b,M11,reverse,no_history,C1,1.0,0.0
gemma2_9b,M11,reverse,no_history,C2,1.0,0.0
gemma2_9b,M11,reverse,no_history,C3,1.0,0.0
gemma2_9b,M11,reverse,no_history,C4,1.0,0.0
gemma2_9b,M11,reverse,no_history,R,1.0,0.0
gemma2_9b,M12,forward,history,C1,1.0,0.0
gemma2_9b,M12,forward,history,C2,1.0,0.0
gemma2_9b,M12,forward,history,C3,1.0,0.0
gemma2_9b,M12,forward,history,C4,1.0,0.0
gemma2_9b,M12,forward,history,R,1.0,0.0
gemma2_9b,M12,forward,no_history,C1,1.0,0.0
gemma2_9b,M12,forward,no_history,C2,1.0,0.0
gemma2_9b,M12,forward,no_history,C3,1.0,0.0
gemma2_9b,M12,forward,no_history,C4,1.0,0.0
gemma2_9b,M12,forward,no_history,R,1.0,0.0
gemma2_9b,M12,reverse,history,C1,1.0,0.0
gemma2_9b,M12,reverse,history,C2,1.0,0.0
gemma2_9b,M12,reverse,history,C3,1.0,0.0
gemma2_9b,M12,reverse,history,C4,1.0,0.0
gemma2_9b,M12,reverse,history,R,1.0,0.0
gemma2_9b,M12,reverse,no_history,C1,1.0,0.0
gemma2_9b,M12,reverse,no_history,C2,1.0,0.0
gemma2_9b,M12,reverse,no_history,C3,1.0,0.0
gemma2_9b,M12,reverse,no_history,C4,1.0,0.0
gemma2_9b,M12,reverse,no_history,R,1.0,0.0
llama3_1_8b,B02,forward,history,C1,1.0,0.0
llama3_1_8b,B02,forward,history,C2,1.0,0.0
llama3_1_8b,B02,forward,history,C3,1.0,0.0
llama3_1_8b,B02,forward,history,C4,1.0,0.0
llama3_1_8b,B02,forward,history,R,1.0,0.0
llama3_1_8b,B02,forward,no_history,C1,1.0,0.0
llama3_1_8b,B02,forward,no_history,C2,1.0,0.0
llama3_1_8b,B02,forward,no_history,C3,1.0,0.0
llama3_1_8b,B02,forward,no_history,C4,1.0,0.0
llama3_1_8b,B02,forward,no_history,R,1.0,0.0
llama3_1_8b,B02,reverse,history,C1,1.0,0.0
llama3_1_8b,B02,reverse,history,C2,1.0,0.0
llama3_1_8b,B02,reverse,history,C3,1.0,0.0
llama3_1_8b,B02,reverse,history,C4,1.0,0.0
llama3_1_8b,B02,reverse,history,R,1.0,0.0
llama3_1_8b,B02,reverse,no_history,C1,1.0,0.0
llama3_1_8b,B02,reverse,no_history,C2,1.0,0.0
llama3_1_8b,B02,reverse,no_history,C3,1.0,0.0
llama3_1_8b,B02,reverse,no_history,C4,1.0,0.0
llama3_1_8b,B02,reverse,no_history,R,1.0,0.0
llama3_1_8b,B03,forward,history,C1,1.0,0.0
llama3_1_8b,B03,forward,history,C2,1.0,0.0
llama3_1_8b,B03,forward,history,C3,1.0,0.0
llama3_1_8b,B03,forward,history,C4,1.0,0.0
llama3_1_8b,B03,forward,history,R,1.0,0.0
llama3_1_8b,B03,forward,no_history,C1,1.0,0.0
llama3_1_8b,B03,forward,no_history,C2,1.0,0.0
llama3_1_8b,B03,forward,no_history,C3,1.0,0.0
llama3_1_8b,B03,forward,no_history,C4,1.0,0.0
llama3_1_8b,B03,forward,no_history,R,1.0,0.0
llama3_1_8b,B03,reverse,history,C1,1.0,0.0
llama3_1_8b,B03,reverse,history,C2,1.0,0.0
llama3_1_8b,B03,reverse,history,C3,1.0,0.0
llama3_1_8b,B03,reverse,history,C4,1.0,0.0
llama3_1_8b,B03,reverse,history,R,1.0,0.0
llama3_1_8b,B03,reverse,no_history,C1,1.0,0.0
llama3_1_8b,B03,reverse,no_history,C2,1.0,0.0
llama3_1_8b,B03,reverse,no_history,C3,1.0,0.0
llama3_1_8b,B03,reverse,no_history,C4,1.0,0.0
llama3_1_8b,B03,reverse,no_history,R,1.0,0.0
llama3_1_8b,B04,forward,history,C1,1.0,0.0
llama3_1_8b,B04,forward,history,C2,1.0,0.0
llama3_1_8b,B04,forward,history,C3,1.0,0.0
llama3_1_8b,B04,forward,history,C4,1.0,0.0
llama3_1_8b,B04,forward,history,R,1.0,0.0
llama3_1_8b,B04,forward,no_history,C1,1.0,0.0
llama3_1_8b,B04,forward,no_history,C2,1.0,0.0
llama3_1_8b,B04,forward,no_history,C3,1.0,0.0
llama3_1_8b,B04,forward,no_history,C4,1.0,0.0
llama3_1_8b,B04,forward,no_history,R,1.0,0.0
llama3_1_8b,B04,reverse,history,C1,1.0,0.0
llama3_1_8b,B04,reverse,history,C2,1.0,0.0
llama3_1_8b,B04,reverse,history,C3,1.0,0.0
llama3_1_8b,B04,reverse,history,C4,1.0,0.0
llama3_1_8b,B04,reverse,history,R,1.0,0.0
llama3_1_8b,B04,reverse,no_history,C1,1.0,0.0
llama3_1_8b,B04,reverse,no_history,C2,1.0,0.0
llama3_1_8b,B04,reverse,no_history,C3,1.0,0.0
llama3_1_8b,B04,reverse,no_history,C4,1.0,0.0
llama3_1_8b,B04,reverse,no_history,R,1.0,0.0
llama3_1_8b,B05,forward,history,C1,1.0,0.0
llama3_1_8b,B05,forward,history,C2,1.0,0.0
llama3_1_8b,B05,forward,history,C3,1.0,0.0
llama3_1_8b,B05,forward,history,C4,1.0,0.0
llama3_1_8b,B05,forward,history,R,1.0,0.0
llama3_1_8b,B05,forward,no_history,R,1.0,0.0
llama3_1_8b,B05,reverse,history,C1,1.0,0.0
llama3_1_8b,B05,reverse,history,C2,1.0,0.0
llama3_1_8b,B05,reverse,history,C3,1.0,0.0
llama3_1_8b,B05,reverse,history,R,1.0,0.0
llama3_1_8b,B05,reverse,no_history,R,1.0,0.0
llama3_1_8b,B06,forward,history,C1,1.0,0.0
llama3_1_8b,B06,forward,history,C2,1.0,0.0
llama3_1_8b,B06,forward,history,C3,1.0,0.0
llama3_1_8b,B06,forward,history,C4,1.0,0.0
llama3_1_8b,B06,forward,history,R,1.0,0.0
llama3_1_8b,B06,forward,no_history,C1,1.0,0.0
llama3_1_8b,B06,forward,no_history,C2,1.0,0.0
llama3_1_8b,B06,forward,no_history,C3,1.0,0.0
llama3_1_8b,B06,forward,no_history,C4,1.0,0.0
llama3_1_8b,B06,forward,no_history,R,1.0,0.0
llama3_1_8b,B06,reverse,history,C1,1.0,0.0
llama3_1_8b,B06,reverse,history,C2,1.0,0.0
llama3_1_8b,B06,reverse,history,C3,1.0,0.0
llama3_1_8b,B06,reverse,history,C4,1.0,0.0
llama3_1_8b,B06,reverse,history,R,1.0,0.0
llama3_1_8b,B06,reverse,no_history,C1,1.0,0.0
llama3_1_8b,B06,reverse,no_history,C2,1.0,0.0
llama3_1_8b,B06,reverse,no_history,C3,1.0,0.0
llama3_1_8b,B06,reverse,no_history,C4,1.0,0.0
llama3_1_8b,B06,reverse,no_history,R,1.0,0.0
llama3_1_8b,B07,forward,history,C1,1.0,0.0
llama3_1_8b,B07,forward,history,C2,1.0,0.0
llama3_1_8b,B07,forward,history,C3,1.0,0.0
llama3_1_8b,B07,forward,history,C4,1.0,0.0
llama3_1_8b,B07,forward,history,R,1.0,0.0
llama3_1_8b,B07,forward,no_history,C1,1.0,0.0
llama3_1_8b,B07,forward,no_history,C2,1.0,0.0
llama3_1_8b,B07,forward,no_history,C3,1.0,0.0
llama3_1_8b,B07,forward,no_history,C4,1.0,0.0
llama3_1_8b,B07,forward,no_history,R,1.0,0.0
llama3_1_8b,B07,reverse,history,C1,1.0,0.0
llama3_1_8b,B07,reverse,history,C2,1.0,0.0
llama3_1_8b,B07,reverse,history,C3,1.0,0.0
llama3_1_8b,B07,reverse,history,C4,1.0,0.0
llama3_1_8b,B07,reverse,history,R,1.0,0.0
llama3_1_8b,B07,reverse,no_history,C1,1.0,0.0
llama3_1_8b,B07,reverse,no_history,C2,1.0,0.0
llama3_1_8b,B07,reverse,no_history,C3,1.0,0.0
llama3_1_8b,B07,reverse,no_history,C4,1.0,0.0
llama3_1_8b,B07,reverse,no_history,R,1.0,0.0
llama3_1_8b,B08,forward,history,C1,1.0,0.0
llama3_1_8b,B08,forward,history,C2,1.0,0.0
llama3_1_8b,B08,forward,history,C3,1.0,0.0
llama3_1_8b,B08,forward,history,C4,1.0,0.0
llama3_1_8b,B08,forward,history,R,1.0,0.0
llama3_1_8b,B08,forward,no_history,C1,1.0,0.0
llama3_1_8b,B08,forward,no_history,C2,1.0,0.0
llama3_1_8b,B08,forward,no_history,C3,1.0,0.0
llama3_1_8b,B08,forward,no_history,C4,1.0,0.0
llama3_1_8b,B08,forward,no_history,R,1.0,0.0
llama3_1_8b,B08,reverse,history,C1,1.0,0.0
llama3_1_8b,B08,reverse,history,C2,1.0,0.0
llama3_1_8b,B08,reverse,history,C3,1.0,0.0
llama3_1_8b,B08,reverse,history,C4,1.0,0.0
llama3_1_8b,B08,reverse,history,R,1.0,0.0
llama3_1_8b,B08,reverse,no_history,C1,1.0,0.0
llama3_1_8b,B08,reverse,no_history,C2,1.0,0.0
llama3_1_8b,B08,reverse,no_history,C3,1.0,0.0
llama3_1_8b,B08,reverse,no_history,C4,1.0,0.0
llama3_1_8b,B08,reverse,no_history,R,1.0,0.0
llama3_1_8b,B09,forward,history,C1,1.0,0.0
llama3_1_8b,B09,forward,history,C2,1.0,0.0
llama3_1_8b,B09,forward,history,C3,1.0,0.0
llama3_1_8b,B09,forward,history,C4,1.0,0.0
llama3_1_8b,B09,forward,history,R,1.0,0.0
llama3_1_8b,B09,forward,no_history,C1,1.0,0.0
llama3_1_8b,B09,forward,no_history,C2,1.0,0.0
llama3_1_8b,B09,forward,no_history,C3,1.0,0.0
llama3_1_8b,B09,forward,no_history,C4,1.0,0.0
llama3_1_8b,B09,forward,no_history,R,1.0,0.0
llama3_1_8b,B09,reverse,history,C1,1.0,0.0
llama3_1_8b,B09,reverse,history,C2,1.0,0.0
llama3_1_8b,B09,reverse,history,C3,1.0,0.0
llama3_1_8b,B09,reverse,history,C4,1.0,0.0
llama3_1_8b,B09,reverse,history,R,1.0,0.0
llama3_1_8b,B09,reverse,no_history,C1,1.0,0.0
llama3_1_8b,B09,reverse,no_history,C2,1.0,0.0
llama3_1_8b,B09,reverse,no_history,C3,1.0,0.0
llama3_1_8b,B09,reverse,no_history,C4,1.0,0.0
llama3_1_8b,B09,reverse,no_history,R,1.0,0.0
llama3_1_8b,B10,forward,history,C1,1.0,0.0
llama3_1_8b,B10,forward,history,C2,1.0,0.0
llama3_1_8b,B10,forward,history,C3,1.0,0.0
llama3_1_8b,B10,forward,history,C4,1.0,0.0
llama3_1_8b,B10,forward,history,R,1.0,0.0
llama3_1_8b,B10,forward,no_history,C1,1.0,0.0
llama3_1_8b,B10,forward,no_history,C2,1.0,0.0
llama3_1_8b,B10,forward,no_history,C3,1.0,0.0
llama3_1_8b,B10,forward,no_history,C4,1.0,0.0
llama3_1_8b,B10,forward,no_history,R,1.0,0.0
llama3_1_8b,B10,reverse,history,C1,1.0,0.0
llama3_1_8b,B10,reverse,history,C2,1.0,0.0
llama3_1_8b,B10,reverse,history,C3,1.0,0.0
llama3_1_8b,B10,reverse,history,C4,1.0,0.0
llama3_1_8b,B10,reverse,history,R,1.0,0.0
llama3_1_8b,B10,reverse,no_history,C1,1.0,0.0
llama3_1_8b,B10,reverse,no_history,C2,1.0,0.0
llama3_1_8b,B10,reverse,no_history,C3,1.0,0.0
llama3_1_8b,B10,reverse,no_history,C4,1.0,0.0
llama3_1_8b,B10,reverse,no_history,R,1.0,0.0
llama3_1_8b,B11,forward,history,C1,1.0,0.0
llama3_1_8b,B11,forward,history,C2,1.0,0.0
llama3_1_8b,B11,forward,history,C3,1.0,0.0
llama3_1_8b,B11,forward,history,C4,1.0,0.0
llama3_1_8b,B11,forward,history,R,1.0,0.0
llama3_1_8b,B11,forward,no_history,C1,1.0,0.0
llama3_1_8b,B11,forward,no_history,C2,1.0,0.0
llama3_1_8b,B11,forward,no_history,C3,1.0,0.0
llama3_1_8b,B11,forward,no_history,C4,1.0,0.0
llama3_1_8b,B11,forward,no_history,R,1.0,0.0
llama3_1_8b,B11,reverse,history,C1,1.0,0.0
llama3_1_8b,B11,reverse,history,C2,1.0,0.0
llama3_1_8b,B11,reverse,history,C3,1.0,0.0
llama3_1_8b,B11,reverse,history,C4,1.0,0.0
llama3_1_8b,B11,reverse,history,R,1.0,0.0
llama3_1_8b,B11,reverse,no_history,C1,1.0,0.0
llama3_1_8b,B11,reverse,no_history,C2,1.0,0.0
llama3_1_8b,B11,reverse,no_history,C3,1.0,0.0
llama3_1_8b,B11,reverse,no_history,C4,1.0,0.0
llama3_1_8b,B11,reverse,no_history,R,1.0,0.0
llama3_1_8b,B12,forward,history,C1,1.0,0.0
llama3_1_8b,B12,forward,history,C2,1.0,0.0
llama3_1_8b,B12,forward,history,C3,1.0,0.0
llama3_1_8b,B12,forward,history,C4,1.0,0.0
llama3_1_8b,B12,forward,history,R,1.0,0.0
llama3_1_8b,B12,forward,no_history,C1,1.0,0.0
llama3_1_8b,B12,forward,no_history,C2,1.0,0.0
llama3_1_8b,B12,forward,no_history,C3,1.0,0.0
llama3_1_8b,B12,forward,no_history,C4,1.0,0.0
llama3_1_8b,B12,forward,no_history,R,1.0,0.0
llama3_1_8b,B12,reverse,history,C1,1.0,0.0
llama3_1_8b,B12,reverse,history,C2,1.0,0.0
llama3_1_8b,B12,reverse,history,C3,1.0,0.0
llama3_1_8b,B12,reverse,history,C4,1.0,0.0
llama3_1_8b,B12,reverse,history,R,1.0,0.0
llama3_1_8b,B12,reverse,no_history,C1,1.0,0.0
llama3_1_8b,B12,reverse,no_history,C2,1.0,0.0
llama3_1_8b,B12,reverse,no_history,C3,1.0,0.0
llama3_1_8b,B12,reverse,no_history,C4,1.0,0.0
llama3_1_8b,B12,reverse,no_history,R,1.0,0.0
llama3_1_8b,C02,forward,history,C1,1.0,0.0
llama3_1_8b,C02,forward,history,C2,1.0,0.0
llama3_1_8b,C02,forward,history,C3,1.0,0.0
llama3_1_8b,C02,forward,history,C4,1.0,0.0
llama3_1_8b,C02,forward,history,R,1.0,0.0
llama3_1_8b,C02,forward,no_history,C1,1.0,0.0
llama3_1_8b,C02,forward,no_history,C2,1.0,0.0
llama3_1_8b,C02,forward,no_history,C3,1.0,0.0
llama3_1_8b,C02,forward,no_history,C4,1.0,0.0
llama3_1_8b,C02,forward,no_history,R,1.0,0.0
llama3_1_8b,C02,reverse,history,C1,1.0,0.0
llama3_1_8b,C02,reverse,history,C2,1.0,0.0
llama3_1_8b,C02,reverse,history,C3,1.0,0.0
llama3_1_8b,C02,reverse,history,C4,1.0,0.0
llama3_1_8b,C02,reverse,history,R,1.0,0.0
llama3_1_8b,C02,reverse,no_history,C1,1.0,0.0
llama3_1_8b,C02,reverse,no_history,C2,1.0,0.0
llama3_1_8b,C02,reverse,no_history,C3,1.0,0.0
llama3_1_8b,C02,reverse,no_history,C4,1.0,0.0
llama3_1_8b,C02,reverse,no_history,R,1.0,0.0
llama3_1_8b,C03,forward,history,C1,1.0,0.0
llama3_1_8b,C03,forward,history,C2,1.0,0.0
llama3_1_8b,C03,forward,history,C3,1.0,0.0
llama3_1_8b,C03,forward,history,C4,1.0,0.0
llama3_1_8b,C03,forward,history,R,1.0,0.0
llama3_1_8b,C03,forward,no_history,C1,1.0,0.0
llama3_1_8b,C03,forward,no_history,C2,1.0,0.0
llama3_1_8b,C03,forward,no_history,C3,1.0,0.0
llama3_1_8b,C03,forward,no_history,C4,1.0,0.0
llama3_1_8b,C03,forward,no_history,R,1.0,0.0
llama3_1_8b,C03,reverse,history,C1,1.0,0.0
llama3_1_8b,C03,reverse,history,C2,1.0,0.0
llama3_1_8b,C03,reverse,history,C3,1.0,0.0
llama3_1_8b,C03,reverse,history,C4,1.0,0.0
llama3_1_8b,C03,reverse,history,R,1.0,0.0
llama3_1_8b,C03,reverse,no_history,C1,1.0,0.0
llama3_1_8b,C03,reverse,no_history,C2,1.0,0.0
llama3_1_8b,C03,reverse,no_history,C3,1.0,0.0
llama3_1_8b,C03,reverse,no_history,C4,1.0,0.0
llama3_1_8b,C03,reverse,no_history,R,1.0,0.0
llama3_1_8b,C04,forward,history,C1,1.0,0.0
llama3_1_8b,C04,forward,history,C2,1.0,0.0
llama3_1_8b,C04,forward,history,C3,1.0,0.0
llama3_1_8b,C04,forward,history,C4,1.0,0.0
llama3_1_8b,C04,forward,history,R,1.0,0.0
llama3_1_8b,C04,forward,no_history,C1,1.0,0.0
llama3_1_8b,C04,forward,no_history,C2,1.0,0.0
llama3_1_8b,C04,forward,no_history,C3,1.0,0.0
llama3_1_8b,C04,forward,no_history,C4,1.0,0.0
llama3_1_8b,C04,forward,no_history,R,1.0,0.0
llama3_1_8b,C04,reverse,history,C1,1.0,0.0
llama3_1_8b,C04,reverse,history,C2,1.0,0.0
llama3_1_8b,C04,reverse,history,C3,1.0,0.0
llama3_1_8b,C04,reverse,history,C4,1.0,0.0
llama3_1_8b,C04,reverse,history,R,1.0,0.0
llama3_1_8b,C04,reverse,no_history,C1,1.0,0.0
llama3_1_8b,C04,reverse,no_history,C2,1.0,0.0
llama3_1_8b,C04,reverse,no_history,C3,1.0,0.0
llama3_1_8b,C04,reverse,no_history,C4,1.0,0.0
